country_name,admin1_name,latitude,longitude,aggregation,indicator,value
#country,#adm1+name,#geo+lat,#geo+lon,,#indicator+name,#indicator+num
Somalia,Galgaduud,5.25,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,5.25,46.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,5.25,47.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.75,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.75,46.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.75,47.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.25,46.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.25,47.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,4.25,47.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,3.75,46.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,3.75,47.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Galgaduud,6.25,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,6.25,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.75,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.75,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.75,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.25,45.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.25,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.25,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,5.25,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.75,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.75,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.75,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.25,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.25,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,4.25,47.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,3.75,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Galgaduud,3.75,47.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.mai.noirr.USD,34745.0
Somalia,Hiraan,3.25,45.75,none,crop-production.mai.noirr.USD,87128.0
Somalia,Hiraan,4.75,44.75,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.mai.firr.USD,216765.0
Somalia,Hiraan,4.25,45.75,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.mai.firr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.mai.firr.USD,104690.0
Somalia,Hiraan,3.75,45.75,none,crop-production.mai.firr.USD,565729.0
Somalia,Hiraan,3.25,45.25,none,crop-production.mai.firr.USD,570427.0
Somalia,Hiraan,3.25,45.75,none,crop-production.mai.firr.USD,1708214.0
Somalia,Hiraan,4.75,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.whe.firr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.soy.firr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Hiraan,4.75,44.75,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.75,45.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.75,45.75,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.25,44.75,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.25,45.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.25,45.75,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,4.25,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,3.75,45.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,3.75,45.75,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,3.25,45.25,none,crop-production.ric.firr.USD,0.0
Somalia,Hiraan,3.25,45.75,none,crop-production.ric.firr.USD,342099.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.mai.noirr.USD,99931.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.mai.noirr.USD,268326.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.mai.noirr.USD,276773.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.mai.noirr.USD,131463.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.mai.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.mai.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.mai.firr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.mai.firr.USD,2571852.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.mai.firr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.whe.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.whe.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.whe.firr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.whe.firr.USD,0.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.whe.firr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.soy.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.soy.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.soy.firr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.soy.firr.USD,0.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.soy.firr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Middle Shabelle,3.75,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Middle Shabelle,3.25,46.75,none,crop-production.ric.firr.USD,0.0
Somalia,Middle Shabelle,2.75,45.75,none,crop-production.ric.firr.USD,546107.0
Somalia,Middle Shabelle,2.75,46.25,none,crop-production.ric.firr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.mai.noirr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.mai.firr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.whe.noirr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.whe.firr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.soy.noirr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.soy.firr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.ric.noirr.USD,0.0
Somalia,Banadir,2.11,45.43,none,crop-production.ric.firr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.mai.noirr.USD,77942.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.mai.noirr.USD,62958.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.mai.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.mai.noirr.USD,69393.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.mai.noirr.USD,155529.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.mai.noirr.USD,256561.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.mai.noirr.USD,150067.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.mai.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.mai.noirr.USD,143563.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.mai.noirr.USD,106502.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.mai.firr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.mai.firr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.mai.firr.USD,1889606.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.mai.firr.USD,3206337.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.mai.firr.USD,2294606.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.mai.firr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.mai.firr.USD,3756212.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.mai.firr.USD,7029743.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.mai.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.mai.firr.USD,106345.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.whe.firr.USD,22888.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Lower Shabelle,3.25,44.75,none,crop-production.ric.firr.USD,0.0
Somalia,Lower Shabelle,2.75,44.75,none,crop-production.ric.firr.USD,0.0
Somalia,Lower Shabelle,2.75,45.25,none,crop-production.ric.firr.USD,603357.0
Somalia,Lower Shabelle,2.25,44.75,none,crop-production.ric.firr.USD,798711.0
Somalia,Lower Shabelle,2.25,45.25,none,crop-production.ric.firr.USD,380887.0
Somalia,Lower Shabelle,1.75,43.75,none,crop-production.ric.firr.USD,0.0
Somalia,Lower Shabelle,1.75,44.25,none,crop-production.ric.firr.USD,1187010.0
Somalia,Lower Shabelle,1.75,44.75,none,crop-production.ric.firr.USD,2592247.0
Somalia,Lower Shabelle,1.25,43.25,none,crop-production.ric.firr.USD,0.0
Somalia,Lower Shabelle,1.25,43.75,none,crop-production.ric.firr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.mai.noirr.USD,70465.0
Somalia,Bay,3.25,43.25,none,crop-production.mai.noirr.USD,104160.0
Somalia,Bay,3.25,43.75,none,crop-production.mai.noirr.USD,152587.0
Somalia,Bay,3.25,44.25,none,crop-production.mai.noirr.USD,249160.0
Somalia,Bay,2.75,42.75,none,crop-production.mai.noirr.USD,117063.0
Somalia,Bay,2.75,43.25,none,crop-production.mai.noirr.USD,230371.0
Somalia,Bay,2.75,43.75,none,crop-production.mai.noirr.USD,247468.0
Somalia,Bay,2.75,44.25,none,crop-production.mai.noirr.USD,156677.0
Somalia,Bay,2.25,42.75,none,crop-production.mai.noirr.USD,297700.0
Somalia,Bay,2.25,43.25,none,crop-production.mai.noirr.USD,203758.0
Somalia,Bay,2.25,43.75,none,crop-production.mai.noirr.USD,281047.0
Somalia,Bay,2.25,44.25,none,crop-production.mai.noirr.USD,211697.0
Somalia,Bay,1.75,42.75,none,crop-production.mai.noirr.USD,254877.0
Somalia,Bay,1.75,43.25,none,crop-production.mai.noirr.USD,258461.0
Somalia,Bay,3.75,43.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.mai.firr.USD,66267.0
Somalia,Bay,2.25,42.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.mai.firr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.25,42.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.whe.noirr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.25,42.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.whe.firr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.25,42.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.soy.noirr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.25,42.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.soy.firr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.75,42.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.75,43.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.75,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.75,44.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.25,42.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.25,43.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.25,43.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,2.25,44.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,1.75,42.75,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,1.75,43.25,none,crop-production.ric.noirr.USD,0.0
Somalia,Bay,3.75,43.75,none,crop-production.ric.firr.USD,0.0
Somalia,Bay,3.25,43.25,none,crop-production.ric.firr.USD,0.0
Somalia,Bay,3.25,43.75,none,crop-production.ric.firr.USD,0.0
Somalia,Bay,3.25,44.25,none,crop-production.ric.firr.USD,0.0
